cullum_id	name	class
1362	Harrison, Montgomery P	1847
1363	Hunt, Lewis C	1847
1364	Seward, Augustus H	1847
1365	Plympton, Peter W, L	1847
1366	DeRussy, John	1847
1367	Blake, Edward D	1847
1368	Heth, Henry	1847
1369	Trowbridge, William P	1848
1370	Donelson, Andrew J., Jr	1848
1371	Duane, James C	1848
1372	Stevens, Walter H	1848
1373	Williamson, Robert S	1848
1374	Roys, Rufus A	1848
1375	Michler, Nathaniel	1848
1376	Haynes, James M	1848
1377	Clark, Joseph C	1848
1378	Jones, William E	1848
1379	Tidball, John C	1848
1380	Gill, William G	1848
1381	Forsythe, Benjamin D	1848
1382	Rhett, Thomas S	1848
1383	Holmes, James	1848
1384	Buford, John	1848
1385	Walbridge, Truman K	1848
1386	Bryan, Edward B	1848
1387	Dodge, Richard I	1848
1388	Tallmadge, Grier	1848
1389	Slaughter, William A	1848
1390	Russell, Robert M	1848
1391	Tyler, Charles H	1848
1392	Booth, John C	1848
1393	Jackson, Thomas K	1848
1394	Paige, George H	1848
1395	McLean, Nathaniel H	1848
1396	Miller, A, Galbraith	1848
1397	Ogle, Charles H	1848
1398	Beall, William N, R	1848
1399	Paine, Ferdinand	1848
1400	Johns, Thomas D	1848
1401	Mechling, William T	1848
1402	Barber, George C	1848
1403	Huston, Daniel	1848
1404	Evans, N, George	1848
1405	Steuart, George H	1848
1406	Howland, George W	1848
1407	Gillmore, Quincy A	1849
1408	Parke, John G	1849
1409	Benet, Stephen V	1849
1410	Haines, Thomas J	1849
1411	Duncan, Johnson K	1849
1412	Silvey, William	1849
1413	DuBarry, Beekman	1849
1414	Perkins, Delavan D	1849
1415	Baird, Absalom	1849
1416	Nimmo, William A	1849
1417	Cogswell, Milton	1849
1418	Stockton, Edward D	1849
1419	Platt, Edward R	1849
1420	McKeever, Chauncey	1849
1421	Lewis, William H	1849
1422	Kellogg, John	1849
1423	Moore, John C	1849
1424	Saxton, Rufus	1849
1425	Wright, Thomas	1849
1426	DeLano, Horace F	1849
1427	McClure, Daniel	1849
1428	Hudson, Edward McK	1849
1429	Withers, John	1849
1430	Tevis, Washington C	1849
1431	Robertson, Beverly H	1849
1432	Tidball, Joseph L	1849
1433	Field, Charles W	1849
1434	Barton, Seth M	1849
1435	Green, Duff C	1849
1436	Johnson, Richard W	1849
1437	Holabird, Samuel B	1849
1438	Williams, Thomas G	1849
1439	Washington, Thornton A	1849
1440	Frazer, John W	1849
1441	Cumming, Alfred	1849
1442	English, Thomas C	1849
1443	McArthur, Joseph H	1849
1444	Roy, James P	1849
1445	Alvord, Charles B	1849
1446	Clark, Darius D	1849
1447	Marshall, Louis H	1849
1448	Reynolds, Samuel H	1849
1449	McIntosh, James	1849
1450	Prime, Frederick E	1850
1451	Warren, Gouverneur K	1850
1452	Crispin, Silas	1850
1453	Grover, Cuvier	1850
1454	Wyman, Powell T	1850
1455	Wheelock, Joseph H	1850
1456	Culbertson, Jacob	1850
1457	Mack, Oscar A	1850
1458	Dungan, Hugh E	1850
1459	Bowen, Achilles	1850
1460	Magruder, William T	1850
1461	Slemmer, Adam J	1850
1462	Arnold, Richard	1850
1463	Flewellen, James P	1850
1464	Walker, Lucius M	1850
1465	Mebane, John A	1850
1466	Long, Armistead L	1850
1467	Ransom, Robert	1850
1468	Carr, Eugene A	1850
1469	Carlin, William P	1850
1470	Beckwith, Amos	1850
1471	Winder, Charles S	1850
1472	Bates, Francis H	1850
1473	Holliday, Jonas P	1850
1474	Marshall, Elisha G	1850
1475	Pearce, N, Bartlett	1850
1476	Calhoun, William R	1850
1477	Johnston, Robert	1850
1478	Bingham, Thomas	1850
1479	Colcord, Austin N	1850
1480	Macfeely, Robert	1850
1481	Alley, John W	1850
1482	Cabell, William L	1850
1483	Wilson, James H	1850
1484	Bankhead, Henry C	1850
1485	Sargent, Alden	1850
1486	Cole, Robert G	1850
1487	Mouton, John J, A, A	1850
1488	Haile, Joseph T	1850
1489	Corley, James L	1850
1490	Searle, Zetus S	1850
1491	Maxwell, J, Edward	1850
1492	Follett, Frederick M	1850
1493	Stith, Donald C	1850
1494	Andrews, George L	1851
1495	Morton, James St C	1851
1496	Balch, George T	1851
1497	Welcker, William T	1851
1498	Piper, Alexander	1851
1499	Thompson, James	1851
1500	Huse, Caleb	1851
1501	Garrard, Kenner	1851
1502	Helm, Ben Hardin	1851
1503	Day, Edward H	1851
1504	Gillem, Alvan C	1851
1505	Root, DeWitt N	1851
1506	Perry, Alexander J	1851
1507	Moore, Isaiah N	1851
1508	Edwards, John	1851
1509	Molinard, Albert J, S	1851
1510	Maynadier, Henry E	1851
1511	Bell, David	1851
1512	Williams, Robert	1851
1513	Mendenhall, John	1851
1514	Parks, Martin P., Jr	1851
1515	Ransom, Hyatt C	1851
1516	McRae, Alexander	1851
1517	Norris, Charles E	1851
1518	Chapin, Gurden	1851
1519	Kelton, John C	1851
1520	Morris, William H	1851
1521	Curtiss, James	1851
1522	Patterson, Robert E	1851
1523	Amory, Thomas J, C	1851
1524	Whipple, William D	1851
1525	Hodges, Henry C	1851
1526	Daniel, Junius	1851
1527	Jones, Roger	1851
1528	Bond, Adolphus F	1851
1529	Smith, Melancthon	1851
1530	Palfrey, Edward A	1851
1531	Shaaff, John T	1851
1532	Witter, Henry F	1851
1533	Tilford, Joseph G	1851
1534	Greene, James B	1851
1535	Baker, Lawrence S	1851
1536	Casey, Thomas Lincoln	1852
1537	Alexander, Newton F	1852
1538	Mendell, George H	1852
1539	Rose, George W	1852
1540	Ives, Joseph C	1852
1541	Todd, John W	1852
1542	Slocum, Henry W	1852
1543	Van Voast, James	1852
1544	Stanley, David S	1852
1545	Anderson, George B	1852
1546	Bonaparte, Jerome N	1852
1547	Veuve, Henry de	1852
1548	Robinson, James W	1852
1549	Hascall, Milo S	1852
1550	Mullan, John	1852
1551	Mowry, Sylvester	1852
1552	Cosby, George B	1852
1553	Thomas, Robert B	1852
1554	Hartsuff, George L	1852
1555	Woods, Charles R	1852
1556	Davis, Matthew L	1852
1557	Forney, John H	1852
1558	Polk, Marshall T	1852
1559	Swaine, Peter T	1852
1560	Rundell, Charles H	1852
1561	Evans, Andrew W	1852
1562	O'Connell, John D	1852
1563	Nugen, John	1852
1564	Fleming, Hugh B	1852
1565	McCook, Alexander McD	1852
1566	Douglass, Henry	1852
1567	Myers, William	1852
1568	Stockton, Philip	1852
1569	Williams, George A	1852
1570	Kautz, August V	1852
1571	Williams, Lawrence A	1852
1572	Kellogg, Lyman M	1852
1573	Crook, George	1852
1574	Bagby, Arthur P	1852
1575	Hawkins, John P	1852
1576	Phillips, Edwin D	1852
1577	Bonneau, Richard V	1852
1578	Garber, Hezekiah H	1852
1579	McPherson, James B	1853
1580	Craighill, William P	1853
1581	Sill, Joshua W	1853
1582	Boggs, William R	1853
1583	Shunk, Francis J	1853
1584	Smith, William S	1853
1585	Schofield, John M	1853
1586	Blunt, Matthew M	1853
1587	Hight, Thomas	1853
1588	Bissell, George R	1853
1589	Vincent, Thomas M	1853
1590	Symonds, Henry C	1853
1591	Bowen, John S	1853
1592	Bell, George	1853
1593	Burns, James D	1853
1594	Terrill, William R	1853
1595	Pelouze, Louis H	1853
1596	Solomon, Owen F	1853
1597	Livingston, LaRhett L	1853
1598	Duryea, Richard C	1853
1599	Chandler, John G	1853
1600	Tyler, Robert O	1853
1601	Jenkins, Walworth	1853
1602	Sweitzer, N, Bowman	1853
1603	White, James L	1853
1604	Allston, Benjamin	1853
1605	Chamberlain, Benjamin F	1853
1606	Edson, John H	1853
1607	Wilson, Thomas	1853
1608	Lowe, William W	1853
1609	Chambliss, John R	1853
1610	Dye, William McE	1853
1611	Davidson, Henry B	1853
1612	Sheridan, Philip H	1853
1613	Webb, William A	1853
1614	Grattan, John L	1853
1615	Otis, Elmer	1853
1616	Latimer, Alfred E	1853
1617	Smith, Benjamin F	1853
1618	Higgins, Silas P	1853
1619	Walker, Henry H	1853
1620	Jones, Edmund C	1853
1621	Chambers, Alexander	1853
1622	Hood, John B	1853
1623	Smith, James A	1853
1624	Hunter, Robert F	1853
1625	Jones, Thomas M	1853
1626	Plummer, Augustus H	1853
1627	McIntyre, James B	1853
1628	Rich, Lucius L	1853
1629	Ross, Reuben R	1853
1630	Craig, William	1853
1631	Lee, George Washington Custis	1854
1632	Abbot, Henry L	1854
1633	Ruger, Thomas H	1854
1634	Howard, Oliver O	1854
1635	Treadwell, Thomas J	1854
1636	Turnbull, Charles N	1854
1637	Deshler, James	1854
1638	Closson, Henry W	1854
1639	Bingham, Judson D	1854
1640	Pegram, John	1854
1641	Rogers, Charles G	1854
1642	Wright, Thomas J	1854
1643	Stuart, James E, B	1854
1644	Grade, Archibald	1854
1645	Smead, John R	1854
1646	Morgan, Michael Ryan	1854
1647	Lee, Stephen D	1854
1648	Carr, Milton T	1854
1649	Pender, William D	1854
1650	Langdon, Loomis L	1854
1651	Greble, John T	1854
1652	Villepigue, John B	1854
1653	Smalley, Henry A	1854
1654	Kinsey, Samuel	1854
1655	Smead, Ahner	1854
1656	Greene, Oliver D	1854
1657	Weed, Stephen H	1854
1658	Townsend, E, Franklin	1854
1659	Chapman, Alfred B	1854
1660	Gordon, George A	1854
1661	Long, John	1854
1662	Davis, Benjamin F	1854
1663	Wright, James	1854
1664	Palmer, Waterman	1854
1665	Hancock, David P	1854
1666	Shepperd, Samuel T	1854
1667	Davant, William M	1854
1668	Sawtelle, Charles G	1854
1669	Wade, Levi L	1854
1670	Mercer, John T	1854
1671	Bliss, Zenas R	1854
1672	O'Connor, Edgar	1854
1673	Mullins, John	1854
1674	Brotherton, David H	1854
1675	Randal, Horace	1854
1676	McCleary, John	1854
1677	Comstock, Cyrus B	1855
1678	Weitzel, Godfrey	1855
1679	Van Camp, Cornelius	1855
1680	Elliot, George H	1855
1681	Wheeler, Junius B	1855
1682	Gay, Ebenezer	1855
1683	Breck, Samuel	1855
1684	Gregg, David McM	1855
1685	Childs, Frederick L	1855
1686	DuBois, John V, D	1855
1687	Small, Michael P	1855
1688	Nicholls, Francis R, T	1855
1689	Webb, Alexander S	1855
1690	Turner, John W	1855
1691	Shoup, Francis A	1855
1692	Church, John R	1855
1693	Colburn, Albert V	1855
1694	Wheeler, James	1855
1695	Ruggles, George D	1855
1696	Merrill, Lewis	1855
1697	Torbert, Alfred T, A	1855
1698	Thomas, Charles W	1855
1699	Hill, James H	1855
1700	Hartz, Edward L	1855
1701	Bennett, Clarence E	1855
1702	Averell, William W	1855
1703	Bryan, Timothy M	1855
1704	Hazen, William B	1855
1705	Freedley, Henry W	1855
1706	Lazelle, Henry M	1855
1707	Pease, William R	1855
1708	Allen, Jesse K	1855
1709	Hill, Robert C	1855
1710	Dick, George McGunnegle	1855
1711	Snyder, George W	1856
1712	Houston, David C	1856
1713	McAlester, Miles D	1856
1714	Lee, Charles C	1856
1715	DeHart, Henry V	1856
1716	Poe, Orlando M	1856
1717	Tipton, John	1856
1718	Hascall, Herbert A	1856
1719	Porter, A, Parker	1856
1720	Vinton, Francis L	1856
1721	Bayard, George D	1856
1722	Sullivan, Thomas C	1856
1723	Barriger, John W	1856
1724	Lorain, Lorenzo	1856
1725	Bennett, John	1856
1726	Owens, Wesley	1856
1727	Bailey, Guilford D	1856
1728	Shinn, John B	1856
1729	Lyon, Hylan B	1856
1730	Bainbridge, Edmund C	1856
1731	Lomax, Lunsford L	1856
1732	Lodor, Richard	1856
1733	Major, James P	1856
1734	Gilman, Jeremiah H	1856
1735	Miller, Thomas E	1856
1736	Stivers, Charles B	1856
1737	Gaston, William	1856
1738	Forsyth, James W	1856
1739	Walker, Thomas W	1856
1740	Jackson, George	1856
1741	Taylor, Joseph H	1856
1742	Ritter, John F	1856
1743	Mizner, John K	1856
1744	Armistead, Frank S	1856
1745	Biggs, Herman	1856
1746	Gentry, William T	1856
1747	Alexander, James B, S	1856
1748	Jackson, William H	1856
1749	McLemore, Owen K	1856
1750	Lord, Richard S C	1856
1751	Sanders, William P	1856
1752	McMillan, James	1856
1753	Hughes, William B	1856
1754	Carroll, Samuel S	1856
1755	Lee, Fitzhugh	1856
1756	Hildt, J, McLean	1856
1757	Ives, Brayton C	1856
1758	Enos, Herbert M	1856
1759	Cunningham, Arthur S	1856
1760	Palfrey, John C	1857
1761	Meade, Richard K	1857
1762	Alexander, E, Porter	1857
1763	Robert, Henry M	1857
1764	Strong, George C	1857
1765	Smith, J, L, Kirby	1857
1766	Baylor, Thomas G	1857
1767	Putnam, Haldimand S	1857
1768	Smith, William P	1857
1769	Kensel, George A	1857
1770	Berry, Thomas J	1857
1771	Morgan, Charles H	1857
1772	Fish, Oliver H	1857
1773	Wildrick, Abram C	1857
1774	Walker, Charles J	1857
1775	Beach, Francis	1857
1776	Sinclair, William	1857
1777	Robinson, Augustus G	1857
1778	Ferguson, Samuel W	1857
1779	Reno, Marcus A	1857
1780	Warner, Edward R	1857
1781	Kimmel, Manning M	1857
1782	Weeks, George H	1857
1783	Magruder, John T	1857
1784	Cunningham, George A	1857
1785	McNeill, Henry C	1857
1786	Claflin, Ira W	1857
1787	Cone, Aurelius F	1857
1788	Quattlebaum, Paul J	1857
1789	Marmaduke, John S	1857
1790	Holt, George W	1857
1791	Conrad, Joseph S	1857
1792	Conner, Edward J	1857
1793	Ryan, George	1857
1794	Anderson, Robert H	1857
1795	Farrand, Charles E	1857
1796	Lee, Thomas J	1857
1797	Peck, Lafayette	1857
1798	Paine, William C	1858
1799	White, Moses J	1858
1800	Dixon, Joseph	1858
1801	Echols, William H	1858
1802	Saunders, John S	1858
1803	Hallonquist, James H	1858
1804	Tannatt, Thomas R	1858
1805	Miller, Marcus P	1858
1806	Ingraham, Charles H	1858
1807	Napier, Leroy	1858
1808	Williams, Solomon	1858
1809	Brewer, Richard H	1858
1810	McKee, Samuel	1858
1811	Van Horn, James J	1858
1812	Jackson, Andrew	1858
1813	Harker, Charles G	1858
1814	Reed, Sardine P	1858
1815	Frank, Royal T	1858
1816	Cressey, Edward P	1858
1817	Carey, Asa B	1858
1818	Bell, William H	1858
1819	Thomas, Bryan M	1858
1820	Nicodemus, William J, L	1858
1821	Gooding, Oliver P	1858
1822	Robinson, William G	1858
1823	Bascom, George N	1858
1824	Jesup, Charles E	1858
1825	Merrill, William E	1859
1826	Lockett, Samuel H	1859
1827	Collins, Charles R	1859
1828	Reese, Chauncey B	1859
1829	Wagner, Orlando G	1859
1830	Beckham, Robert F	1859
1831	Wright, Moses H	1859
1832	Bush, Edward G	1859
1833	Guenther, Francis L	1859
1834	Carling, Elias B	1859
1835	Hardin, Martin D	1859
1836	Baker, Eugene M	1859
1837	Hall, Norman J	1859
1838	Stone, Roderic	1859
1839	Crilly, Francis J	1859
1840	Anderson, Allen L	1859
1841	Stoughton, Edwin H	1859
1842	Carlton, Caleb H	1859
1843	Wheeler, Joseph	1859
1844	Upham, John J	1859
1845	Arnold, Abraham K	1859
1846	Worth, Henry A, F	1859
1847	McFarland, Walter	1860
1848	Tardy, John A	1860
1849	Porter, Horace	1860
1850	Bowen, Nicholas	1860
1851	Edson, Theodore	1860
1852	Wilson, James Harrison	1860
1853	Sloan, Benjamin	1860
1854	Whittemore, James M	1860
1855	Randol, Alanson M	1860
1856	Hook, Cornelius	1860
1857	McCreery, William W	1860
1858	Wilson, John M	1860
1859	Kellogg, Josiah H	1860
1860	Ramseur, Stephen D	1860
1861	Hopkins, Edward R	1860
1862	Lynn, Daniel D	1860
1863	Foster, Sam A	1860
1864	Pennington, Alexander C M	1860
1865	Kerr, John M	1860
1866	Powell, Albert M	1860
1867	Smith, Alfred T	1860
1868	Merritt, Wesley	1860
1869	Martin, James P	1860
1870	Burtwell, John R B	1860
1871	Jones, William G	1860
1872	Lewis, Martin V, B	1860
1873	Marsh, Salem S	1860
1874	Gibbes, Wade H	1860
1875	Bowman, Charles S	1860
1876	Cushing, Samuel T	1860
1877	Huger, Frank	1860
1878	Hall, Robert H	1860
1879	Andrews, John N	1860
1880	Riley, Edward B, D	1860
1881	Jordan, William H	1860
1882	Sweet, John J	1860
1883	Mishler, Lyman	1860
1884	Hollister, George S	1860
1885	Vanderbilt, George W	1860
1886	Warner, James M	1860
1887	Borland, Harold	1860
1888	Du Pont, Henry A	1861
1889	Cross, Charles E	1861
1890	Babcock, Orville E	1861
1891	Kingsbury, Henry W	1861
1892	Ames, Adelbert	1861
1892	Booth, John C	1861
1893	Hoxton, Llewellyn G	1861
1894	Buffington, Adelbert R	1861
1895	Upton, Emory	1861
1896	Chambliss, Nathaniel R	1861
1897	Kirby, Edmund	1861
1899	Benjamin, Samuel N	1861
1900	Adair, John	1861
1901	Barlow, John W	1861
1902	Hazlett, Charles E	1861
1903	Patterson, Charles E	1861
1904	Kilpatrick, Judson	1861
1905	Harwood, Franklin	1861
1906	Dresser, George W	1861
1907	Leoser, Charles McK	1861
1908	Hasbrouck, Henry C	1861
1909	Elderkin, William A	1861
1910	Davies, Francis A	1861
1911	Campbell, Charles C	1861
1912	Watson, Malbone F	1861
1913	Williams, John B	1861
1914	Henry, Guy V	1861
1915	Smyser, Jacob H	1861
1916	Rawles, Jacob B	1861
1917	Gittings, Erskine	1861
1918	Kent, J, Ford	1861
1919	Beaumont, Eugene B	1861
1920	Martin, Leonard	1861
1921	Poland, John S	1861
1922	Eastman, Robert L	1861
1923	Noble, Henry B	1861
1924	Janes, Leroy L	1861
1925	Emory, Campbell D	1861
1926	McQuesten, James F	1861
1927	Sokalski, George	1861
1928	Rice, Olin F	1861
1929	Rives, Wright	1861
1930	Gibson, Charles H	1861
1931	Henry, Mathias W	1861
1932	Sturgeon, Sheldon	1861
1933	O'Rorke, Patrick H	1861
1934	Farquhar, Francis U	1861
1935	Dutton, Arthur H	1861
1936	Derrick, Clarence	1861
1937	Flagler, Daniel W	1861
1938	Bradford, Thomas C	1861
1939	Hill, Richard M	1861
1940	Harris, William H	1861
1941	Mordecai, Alfred, Jr	1861
1942	Buel, David H	1861
1943	Lyford, Stephen C	1861
1944	Cushing, Alonzo H	1861
1945	Parsons, Charles C	1861
1946	Edie, John R	1861
1947	Babbitt, Lawrence S	1861
1948	Woodruff, George A	1861
1949	Audenried, Joseph C	1861
1950	Adams, Julius W	1861
1951	Hains, Peter C	1861
1952	Parker, Francis H	1861
1953	Farley, Joseph P	1861
1954	Campbell, Joseph B	1861
1955	Noyes, Henry E	1861
1956	Remington, Philip Halsey	1861
1957	Fuller, William D	1861
1958	Dimick, Justin E	1861
1959	Drouillard, James Pierre	1861
1960	Elbert, Leroy S	1861
1961	Brightly, Charles H	1861
1962	Carter, Eugene	1861
1963	Ferris, Samuel P	1861
1964	Watts, George O	1861
1965	Reynolds, Frank A	1861
1966	Custer, George A	1861
1967	Mackenzie, Ranald S	1862
1968	Gillespie, George L	1862
1969	Burroughs, George	1862
1970	Suter, Charles R	1862
1971	Smith, Jared A	1862
1972	Mansfield, Samuel M	1862
1973	Wharton, Henry C	1862
1974	Chaffee, Clemens C	1862
1975	Schaff, Morris	1862
1976	Myers, Jasper	1862
1977	Marye, William A	1862
1978	Hamilton, Frank B	1862
1979	Arnold, Isaac	1862
1980	McCrea, Tully	1862
1981	Lancaster, James M	1862
1982	Egan, John	1862
1983	Bolles, Asa	1862
1984	Sanderson, James A	1862
1985	Comly, Clifton	1862
1986	Bartlett, William C	1862
1987	Wilson, J, Eveleth	1862
1988	Calef, John H	1862
1989	Mclntire, Samuel B	1862
1990	Murray, Albert M	1862
1991	Rollins, James H	1862
1992	Lord, James H	1862
1993	James, Frederick J	1862
1994	Warner, Charles N	1862
1995	Meigs, John R	1863
1996	Michie, Peter S	1863
1997	Rabb, James D	1863
1998	Twining, William J	1863
1999	King, William R	1863
2000	Benyaurd, William H, H	1863
2001	Howell, Charles W	1863
2002	Holgate, Asa H	1863
2003	McGinness, John R	1863
2004	McKee, George W	1863
2005	Phipps, Frank H	1863
2006	Reilly, James William	1863
2007	Field, Josiah H, V	1863
2008	Rockwell, Charles F	1863
2009	Beebe, William S	1863
2010	Ward, Thomas	1863
2011	Counselman, Jacob H	1863
2012	Ramsay, George D, Jr	1863
2013	Dodge, Henry C	1863
2014	Butler, John Gazzam	1863
2015	Catlin, Robert	1863
2016	Lester, Charles H	1863
2017	Robbins, Kenelm	1863
2018	Sanno, James M, J	1863
2019	Reid, James R	1863
2020	Lydecker, Garrett J	1863
2021	Burnham, Arthur H	1863
2022	Stickney, Amos	1863
2023	Cuyler, James W	1863
